scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
aggregate,cross_lingual,openai,gpt-5.4,1,study2_british_within,,en_vs_zh,jsd,0.007192468654764294,0.16420337143799357
aggregate,cross_lingual,openai,gpt-5.4,1,study2_british_within,,en_vs_zh,tvd,0.020000000000000004,0.22933333333333333
aggregate,cross_lingual,openai,gpt-5.4,1,study2_british_within,,en_vs_zh,top1_match,0.8,1.0
aggregate,cross_lingual,openai,gpt-5.4,1,study2_british_within,,en_vs_zh,flip_rate,0.0,0.2
aggregate,cross_lingual,openai,gpt-5.4,2,study2_british_within,,en_vs_zh,jsd,1.0,1.0
aggregate,cross_lingual,openai,gpt-5.4,2,study2_british_within,,en_vs_zh,tvd,1.0,1.0
aggregate,cross_lingual,openai,gpt-5.4,2,study2_british_within,,en_vs_zh,top1_match,0.0,0.0
aggregate,cross_lingual,openai,gpt-5.4,2,study2_british_within,,en_vs_zh,flip_rate,1.0,1.0
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,en,jsd,0.22031487217093598,0.4841443966469034
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,en,tvd,0.34400000000000003,0.6353833333333333
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,en,top1_match,0.6,1.0
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,zh,jsd,0.20723782234839505,0.38731285535975113
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,zh,tvd,0.3326666666666666,0.5740333333333333
aggregate,human_alignment,openai,gpt-5.4,1,study2_british_within,,zh,top1_match,0.6,1.0
aggregate,human_alignment,openai,gpt-5.4,2,study2_british_within,,en,jsd,1.0,1.0
aggregate,human_alignment,openai,gpt-5.4,2,study2_british_within,,en,tvd,1.0,1.0
aggregate,human_alignment,openai,gpt-5.4,2,study2_british_within,,en,top1_match,0.0,0.0
aggregate,human_alignment,openai,gpt-5.4,2,study2_british_within,,zh,jsd,0.5605218825340386,0.5605218825340386
aggregate,human_alignment,openai,gpt-5.4,2,study2_british_within,,zh,tvd,0.76,0.76
aggregate,human_alignment,openai,gpt-5.4,2,study2_british_within,,zh,top1_match,1.0,1.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_01,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_01,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_02,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_02,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_03,en_vs_zh,jsd,0.020294448000613266,0.11983220668354527
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_03,en_vs_zh,tvd,0.04000000000000002,0.21999999999999997
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_03,en_vs_zh,spearman,0.8660254037844387,1.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_04,en_vs_zh,jsd,0.5692178455510568,0.9353728501579832
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_04,en_vs_zh,tvd,0.8,0.98
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_04,en_vs_zh,spearman,-1.0,-0.6000000000000001
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_05,en_vs_zh,jsd,0.0,0.062764486510794
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_05,en_vs_zh,tvd,0.0,0.12
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_06,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_06,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_07,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_07,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_08,en_vs_zh,jsd,0.0,0.07380424507879542
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_08,en_vs_zh,tvd,0.0,0.14
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_08,en_vs_zh,spearman,0.8660254037844387,1.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_09,en_vs_zh,jsd,0.1456976621570252,0.33727651048078683
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_09,en_vs_zh,tvd,0.22000000000000006,0.46
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_09,en_vs_zh,spearman,0.316227766016838,0.5000000000000001
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_10,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_10,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,gpt-5.4,1,study2_british_within,study2_item_11,en_vs_zh,jsd,0.0,0.05827428984706061
